iter	Logloss
0	0.5146975759
1	0.4015926944
2	0.3257602863
3	0.2795342721
4	0.2464966203
5	0.2226069302
6	0.2047554132
7	0.1900955033
8	0.1783670784
9	0.1697758395
10	0.161886908
11	0.1564596808
12	0.1508441564
13	0.1464053599
14	0.1426118991
15	0.1393325366
16	0.1367084485
17	0.1344586238
18	0.1324037368
19	0.1306841939
20	0.1286738663
21	0.1267742939
22	0.1253761325
23	0.1242305731
24	0.1223065937
25	0.1209408981
26	0.1202102037
27	0.1185244019
28	0.1176535648
29	0.1166958518
30	0.1157693952
31	0.1148569122
32	0.1138960989
33	0.113141778
34	0.1126366839
35	0.1110737859
36	0.1101520678
37	0.1093915572
38	0.1089344967
39	0.1079918457
40	0.1074358596
41	0.1069135926
42	0.1065364706
43	0.1057748496
44	0.1053138971
45	0.104592163
46	0.1040758988
47	0.1035116891
48	0.1027523769
49	0.102416494
50	0.1014454341
51	0.100716026
52	0.1001790378
53	0.09963936709
54	0.09907122145
55	0.09854394114
56	0.09813422147
57	0.09767635833
58	0.09713110256
59	0.09673156348
60	0.09592096345
61	0.0955375968
62	0.09495936951
63	0.0944799798
64	0.09423347955
65	0.09391497849
66	0.09363506696
67	0.09336661136
68	0.09288984925
69	0.09265046223
70	0.09184568911
71	0.09141390414
72	0.091187941
73	0.09095561223
74	0.09045983571
75	0.0900878865
76	0.08947747928
77	0.08907428465
78	0.08864697431
79	0.08819294814
80	0.08780701985
81	0.08748023468
82	0.0871723375
83	0.0869037005
84	0.08658683757
85	0.08638530897
86	0.08610711803
87	0.08584337343
88	0.08540373313
89	0.0850659483
90	0.08478959888
91	0.08453599091
92	0.08432988323
93	0.08395017214
94	0.08371240126
95	0.08348683391
96	0.08319802261
97	0.08291940839
98	0.0826081305
99	0.08228942606
100	0.08195148731
101	0.08158644794
102	0.08133961237
103	0.08095520677
104	0.0806650102
105	0.08046802768
106	0.08033886819
107	0.08000447507
108	0.07982114181
109	0.07940333043
110	0.07911502486
111	0.07885275897
112	0.07868380059
113	0.0784946954
114	0.07824540263
115	0.07791014097
116	0.07772939684
117	0.0774314109
118	0.07724003541
119	0.07710742925
120	0.07687750821
121	0.07667261539
122	0.07638502994
123	0.07620552815
124	0.07596160054
125	0.07580230603
126	0.07561450914
127	0.07539799549
128	0.07527674081
129	0.07508416146
130	0.07493841727
131	0.07475136798
132	0.07446867493
133	0.07408970595
134	0.07384627857
135	0.07360011914
136	0.0734555898
137	0.07329003412
138	0.0730257618
139	0.07293529079
140	0.07270576004
141	0.07251435157
142	0.07226276652
143	0.07203453858
144	0.071952676
145	0.07179594863
146	0.07159401874
147	0.07134648504
148	0.07121739701
149	0.07092347892
150	0.07075429516
151	0.0704418244
152	0.07030506245
153	0.0699388467
154	0.06958876489
155	0.06927302887
156	0.06914731055
157	0.06891971478
158	0.06864055086
159	0.06851447523
160	0.06836245337
161	0.06820400541
162	0.06792354968
163	0.06769824069
164	0.06761204091
165	0.06742514005
166	0.06731378561
167	0.06721343085
168	0.06700643264
169	0.06690891987
170	0.06671663736
171	0.0665708382
172	0.06639735022
173	0.06628468748
174	0.06614346739
175	0.06602458745
176	0.06594523154
177	0.06577653702
178	0.06558642586
179	0.06542585603
180	0.06535450388
181	0.06520384529
182	0.06509101764
183	0.06478023999
184	0.06460328335
185	0.06429473202
186	0.06416724914
187	0.06408488083
188	0.06388664498
189	0.06379467326
190	0.06362699021
191	0.06347621069
192	0.06330475663
193	0.06300682566
194	0.06275642249
195	0.06259360985
196	0.06238105409
197	0.06223783306
198	0.06211541849
199	0.06208001727
200	0.06187792797
201	0.06176891529
202	0.06164231744
203	0.06153320032
204	0.0613629996
205	0.06122844747
206	0.06099192993
207	0.0607615966
208	0.06056465257
209	0.06045830598
210	0.06030244715
211	0.06018627178
212	0.06006563277
213	0.05996702607
214	0.05983193523
215	0.0596576062
216	0.0594575673
217	0.0593597302
218	0.05926224491
219	0.05910510526
220	0.0589587289
221	0.05883050392
222	0.05867369959
223	0.05854108793
224	0.05844135434
225	0.05823379543
226	0.05812547539
227	0.05799925684
228	0.05789220662
229	0.05778408997
230	0.05764858135
231	0.05752557859
232	0.05732298356
233	0.05719600641
234	0.05712826034
235	0.05700337758
236	0.05684685911
237	0.05673326736
238	0.05664397822
239	0.05653176624
240	0.0563928934
241	0.05627142983
242	0.05613714156
243	0.05606457456
244	0.05597753922
245	0.05575227421
246	0.05564080434
247	0.05555506632
248	0.05546288021
249	0.05536063995
250	0.05522603284
251	0.05501861687
252	0.05486827711
253	0.05477489264
254	0.05465169199
255	0.05458910769
256	0.05451478711
257	0.05438816178
258	0.05420935812
259	0.05411846383
260	0.05401759784
261	0.05395573365
262	0.05385884754
263	0.05370087784
264	0.05362512802
265	0.05350627006
266	0.05329169138
267	0.0531792925
268	0.05307034579
269	0.05293101669
270	0.05283389971
271	0.05273356693
272	0.05255454889
273	0.05242611501
274	0.0522438372
275	0.0520939482
276	0.05194007932
277	0.05187303138
278	0.05175062781
279	0.05162900482
280	0.05156167654
281	0.05146531815
282	0.05128896619
283	0.0512250351
284	0.05107698213
285	0.05101836673
286	0.05086310158
287	0.05076102073
288	0.05067609078
289	0.05057341624
290	0.05052495395
291	0.0503714039
292	0.05019524983
293	0.05009740723
294	0.05000530908
295	0.04991945562
296	0.04979580421
297	0.04973718331
298	0.04965486997
299	0.04954808911
300	0.04948562024
301	0.04943673467
302	0.04927546122
303	0.04914142032
304	0.04904771152
305	0.04899369718
306	0.04885800165
307	0.04870742003
308	0.04863176366
309	0.04855183605
310	0.04847273851
311	0.04837375251
312	0.04821870176
313	0.04817712181
314	0.04807946062
315	0.04799235932
316	0.04781799181
317	0.0477435338
318	0.04758322783
319	0.04742101987
320	0.04733423741
321	0.04725175366
322	0.0471845573
323	0.0471274316
324	0.04705214354
325	0.04692667809
326	0.04678558443
327	0.04670653086
328	0.0465880577
329	0.04654614244
330	0.04647643941
331	0.04639806198
332	0.04627369595
333	0.04617137872
334	0.04599809414
335	0.04592336128
336	0.04583772221
337	0.04571353758
338	0.04563986565
339	0.04557841925
340	0.04545409719
341	0.04533884533
342	0.04521069455
343	0.04513683298
344	0.04503966377
345	0.04495059177
346	0.04484444857
347	0.04478932931
348	0.04463583148
349	0.04454034438
350	0.04443068579
351	0.04432627967
352	0.04424993892
353	0.04418817093
354	0.04411760486
355	0.04406250484
356	0.04396352159
357	0.04388977546
358	0.04379956831
359	0.0437251103
360	0.04366617057
361	0.04361909354
362	0.04350610097
363	0.04338833419
364	0.04324177368
365	0.04316227485
366	0.04311295226
367	0.04306090862
368	0.04300259555
369	0.04292698865
370	0.04284135782
371	0.04271300091
372	0.04265991007
373	0.04255432757
374	0.04245130672
375	0.0423445341
376	0.04225794403
377	0.04221232373
378	0.04216011243
379	0.04207262358
380	0.04200798337
